PID,Environment,Condition,Phase,Trial,Target_Distance,Distance_Travelled,prop
10,0,2,0,12,2,1.883757321,0.941878661
10,0,2,0,13,3,2.76152902,0.920509673
10,0,2,0,14,3,3.039347247,1.013115749
10,0,2,0,15,4,3.896164719,0.97404118
10,0,2,2,31,3,2.482406726,0.827468909
10,0,2,2,32,2,1.580836638,0.790418319
10,0,2,2,33,4,3.335344203,0.833836051
10,0,2,2,34,2,1.746942544,0.873471272
10,0,2,2,35,2,2.013279869,1.006639935
10,0,2,2,36,2,2.032201465,1.016100733
10,0,2,2,37,3,3.422074313,1.140691438
10,0,2,2,38,2,2.031804456,1.015902228
10,0,2,2,39,3,3.222211587,1.074070529
10,0,2,2,40,4,4.102884675,1.025721169
10,0,2,2,41,4,4.085892427,1.021473107
10,0,2,2,43,3,2.980504518,0.993501506
10,0,2,2,44,3,3.11915003,1.039716677
10,0,2,2,45,4,4.083315785,1.020828946
11,0,1,0,1,3,2.371663327,0.790554442
11,0,1,0,2,4,3.654565129,0.913641282
11,0,1,0,3,2,1.524384159,0.76219208
11,0,1,0,4,3,2.553167641,0.85105588
11,0,1,0,5,3,2.347707532,0.782569177
11,0,1,0,6,2,1.568397258,0.784198629
11,0,1,0,7,4,3.413017019,0.853254255
11,0,1,0,8,2,1.333415432,0.666707716
11,0,1,0,9,4,3.515624255,0.878906064
11,0,1,0,10,3,2.3147458,0.771581933
11,0,1,0,11,4,3.436184845,0.859046211
11,0,1,0,12,4,3.99019044,0.99754761
11,0,1,0,13,2,1.46675931,0.733379655
11,0,1,0,14,3,2.408543141,0.802847714
11,0,1,0,15,2,1.394704312,0.697352156
11,0,1,2,32,4,4.161442389,1.040360597
11,0,1,2,33,3,2.557252371,0.852417457
11,0,1,2,34,4,4.019170855,1.004792714
11,0,1,2,35,3,2.361981282,0.787327094
11,0,1,2,36,3,2.796441719,0.93214724
11,0,1,2,37,2,1.639468458,0.819734229
11,0,1,2,38,3,2.442666083,0.814222028
11,0,1,2,39,4,4.025618281,1.00640457
11,0,1,2,40,4,3.414370302,0.853592576
11,0,1,2,41,3,2.247497929,0.749165976
11,0,1,2,42,4,3.684574561,0.92114364
11,0,1,2,43,2,1.566064152,0.783032076
11,0,1,2,44,2,1.554928648,0.777464324
11,0,1,2,45,2,1.776412348,0.888206174
12,0,1,0,1,4,3.268253297,0.817063324
12,0,1,0,2,2,1.7615145,0.88075725
12,0,1,0,3,3,2.782343836,0.927447945
12,0,1,0,4,4,4.031069353,1.007767338
12,0,1,0,5,2,1.674469088,0.837234544
12,0,1,0,6,2,2.086974186,1.043487093
12,0,1,0,7,3,3.066856275,1.022285425
12,0,1,0,8,3,2.86504287,0.95501429
12,0,1,0,9,4,3.924871688,0.981217922
12,0,1,0,10,4,3.830820624,0.957705156
12,0,1,0,11,2,2.145019894,1.072509947
12,0,1,0,12,3,2.923134274,0.974378091
12,0,1,0,13,2,1.772636927,0.886318464
12,0,1,0,14,3,2.847511937,0.949170646
12,0,1,0,15,4,3.553604525,0.888401131
12,0,1,2,31,2,2.512801248,1.256400624
12,0,1,2,32,4,4.576754617,1.144188654
12,0,1,2,33,2,2.250064191,1.125032096
12,0,1,2,34,3,3.123348271,1.04111609
12,0,1,2,35,4,4.431795994,1.107948999
12,0,1,2,36,4,4.396146019,1.099036505
12,0,1,2,37,4,4.282345097,1.070586274
12,0,1,2,38,3,2.483657735,0.827885912
12,0,1,2,39,3,3.12549853,1.041832843
12,0,1,2,40,4,4.228284301,1.057071075
12,0,1,2,41,3,2.931757449,0.977252483
12,0,1,2,42,2,2.371717668,1.185858834
12,0,1,2,43,2,2.207631768,1.103815884
12,0,1,2,44,3,3.536608232,1.178869411
12,0,1,2,45,2,2.262906636,1.131453318
13,0,2,0,2,4,3.70249409,0.925623523
13,0,2,0,3,4,2.99315124,0.74828781
13,0,2,0,4,4,3.482537318,0.87063433
13,0,2,0,5,4,3.696813583,0.924203396
13,0,2,0,6,3,2.279618147,0.759872716
13,0,2,0,7,3,2.322411182,0.774137061
13,0,2,0,8,3,2.418816883,0.806272294
13,0,2,0,9,2,1.310470271,0.655235136
13,0,2,0,10,3,2.38507398,0.79502466
13,0,2,0,11,2,1.34240502,0.67120251
13,0,2,0,12,3,2.766986899,0.922328966
13,0,2,0,13,2,1.46632644,0.73316322
13,0,2,0,14,2,1.580860318,0.790430159
13,0,2,0,15,2,1.672512384,0.836256192
13,0,2,2,31,2,1.37742704,0.68871352
13,0,2,2,32,4,3.815203291,0.953800823
13,0,2,2,33,2,1.470028004,0.735014002
13,0,2,2,34,2,1.520268134,0.760134067
13,0,2,2,35,3,2.796386796,0.932128932
13,0,2,2,36,2,1.522685622,0.761342811
13,0,2,2,37,2,1.54686872,0.77343436
13,0,2,2,38,3,2.867031941,0.955677314
13,0,2,2,39,4,4.222349651,1.055587413
13,0,2,2,40,3,2.80548165,0.93516055
13,0,2,2,41,4,3.641562601,0.91039065
13,0,2,2,42,4,3.702611379,0.925652845
13,0,2,2,43,4,4.029793103,1.007448276
13,0,2,2,44,3,2.77204338,0.92401446
13,0,2,2,45,3,2.603758046,0.867919349
14,0,2,0,1,2,1.667790999,0.8338955
14,0,2,0,2,2,2.372833375,1.186416688
14,0,2,0,3,2,2.154049335,1.077024668
14,0,2,0,4,3,3.086424323,1.028808108
14,0,2,0,5,4,4.550816032,1.137704008
14,0,2,0,6,3,3.379364613,1.126454871
14,0,2,0,7,3,3.134284659,1.044761553
14,0,2,0,8,4,5.50771743,1.376929358
14,0,2,0,9,2,1.901610998,0.950805499
14,0,2,0,10,3,3.947227618,1.315742539
14,0,2,0,11,3,3.177930382,1.059310127
14,0,2,0,12,2,2.065307164,1.032653582
14,0,2,0,13,4,5.409500624,1.352375156
14,0,2,0,14,4,5.029113516,1.257278379
14,0,2,0,15,4,4.575257412,1.143814353
14,0,2,2,31,4,3.294203561,0.82355089
14,0,2,2,32,4,3.413574226,0.853393557
14,0,2,2,33,3,2.424490724,0.808163575
14,0,2,2,34,2,1.735110746,0.867555373
14,0,2,2,35,3,3.225154178,1.075051393
14,0,2,2,36,4,4.162569057,1.040642264
14,0,2,2,37,3,3.134835579,1.044945193
14,0,2,2,38,4,4.37367317,1.093418293
14,0,2,2,39,2,1.842505059,0.92125253
14,0,2,2,40,4,4.479869927,1.119967482
14,0,2,2,41,3,3.075798825,1.025266275
14,0,2,2,42,3,3.020359444,1.006786481
14,0,2,2,43,2,1.837979716,0.918989858
14,0,2,2,44,2,1.887826129,0.943913065
14,0,2,2,45,2,2.228124811,1.114062406
15,0,2,0,1,2,1.593197764,0.796598882
15,0,2,0,2,4,3.172074626,0.793018657
15,0,2,0,3,3,2.070096447,0.690032149
15,0,2,0,4,3,2.494757274,0.831585758
15,0,2,0,5,2,1.294780395,0.647390198
15,0,2,0,6,4,3.323000651,0.830750163
15,0,2,0,7,3,2.072123035,0.690707678
15,0,2,0,8,4,3.546116091,0.886529023
15,0,2,0,9,2,1.410564574,0.705282287
15,0,2,0,10,4,3.737413512,0.934353378
15,0,2,0,11,2,1.346270869,0.673135435
15,0,2,0,12,2,1.568491407,0.784245704
15,0,2,0,13,3,2.572053041,0.857351014
15,0,2,0,14,4,3.756944206,0.939236052
15,0,2,0,15,3,2.410148165,0.803382722
15,0,2,2,31,2,1.398700265,0.699350133
15,0,2,2,32,4,3.085928857,0.771482214
15,0,2,2,33,3,1.928544903,0.642848301
15,0,2,2,34,2,1.248692024,0.624346012
15,0,2,2,35,3,2.24643651,0.74881217
15,0,2,2,36,2,1.106000805,0.553000403
15,0,2,2,37,3,2.137036357,0.712345452
15,0,2,2,38,3,2.325611312,0.775203771
15,0,2,2,39,4,3.39218073,0.848045183
15,0,2,2,40,4,3.101544579,0.775386145
15,0,2,2,41,4,3.333060107,0.833265027
15,0,2,2,42,3,2.40161578,0.800538593
15,0,2,2,43,4,3.31852477,0.829631193
15,0,2,2,44,2,1.295758135,0.647879068
15,0,2,2,45,2,1.48413952,0.74206976
17,0,2,0,1,2,1.870039724,0.935019862
17,0,2,0,2,3,3.301644386,1.100548129
17,0,2,0,3,4,3.942964315,0.985741079
17,0,2,0,4,4,4.245526819,1.061381705
17,0,2,0,5,4,3.403024739,0.850756185
17,0,2,0,6,4,3.223496778,0.805874195
17,0,2,0,7,3,2.33888455,0.779628183
17,0,2,0,8,2,1.557316512,0.778658256
17,0,2,0,9,3,2.5265075,0.842169167
17,0,2,0,10,3,2.929046978,0.976348993
17,0,2,0,11,2,1.85423211,0.927116055
17,0,2,0,12,2,2.009962255,1.004981128
17,0,2,0,13,2,1.638971176,0.819485588
17,0,2,0,14,3,2.507275783,0.835758594
17,0,2,0,15,4,3.816466778,0.954116695
17,0,2,2,31,2,1.469350416,0.734675208
17,0,2,2,32,2,1.42529275,0.712646375
17,0,2,2,33,2,1.593209991,0.796604996
17,0,2,2,34,4,2.973436139,0.743359035
17,0,2,2,35,4,3.203267848,0.800816962
17,0,2,2,36,3,2.188956079,0.729652026
17,0,2,2,37,4,3.079643784,0.769910946
17,0,2,2,38,4,3.199974054,0.799993514
17,0,2,2,39,2,1.31653893,0.658269465
17,0,2,2,40,3,2.319445977,0.773148659
17,0,2,2,41,2,1.536189294,0.768094647
17,0,2,2,42,3,2.451698528,0.817232843
17,0,2,2,43,4,3.505745448,0.876436362
17,0,2,2,44,3,2.557880006,0.852626669
17,0,2,2,45,3,2.585835136,0.861945045
18,0,1,0,1,2,1.408063397,0.704031699
18,0,1,0,2,3,2.514821061,0.838273687
18,0,1,0,3,3,2.388813276,0.796271092
18,0,1,0,4,4,3.269286414,0.817321604
18,0,1,0,5,4,3.162367955,0.790591989
18,0,1,0,6,4,3.146702025,0.786675506
18,0,1,0,7,3,2.23209213,0.74403071
18,0,1,0,8,4,3.415936101,0.853984025
18,0,1,0,9,4,3.225376227,0.806344057
18,0,1,0,10,2,1.377060565,0.688530283
18,0,1,0,11,3,2.172310536,0.724103512
18,0,1,0,12,2,1.308798322,0.654399161
18,0,1,0,13,2,1.366174043,0.683087022
18,0,1,0,14,3,2.467035475,0.822345158
18,0,1,0,15,2,1.387617783,0.693808892
18,0,1,2,31,2,1.798748535,0.899374268
18,0,1,2,32,4,3.773321119,0.94333028
18,0,1,2,33,3,2.643733893,0.881244631
18,0,1,2,34,3,2.501194477,0.833731492
18,0,1,2,35,4,3.516743945,0.879185986
18,0,1,2,36,2,1.556175447,0.778087724
18,0,1,2,37,3,2.497468361,0.832489454
18,0,1,2,38,2,1.695759921,0.847879961
18,0,1,2,39,2,1.910690263,0.955345132
18,0,1,2,40,2,1.774632211,0.887316106
18,0,1,2,41,4,3.973806054,0.993451514
18,0,1,2,43,3,2.353644541,0.78454818
18,0,1,2,44,3,2.242945797,0.747648599
18,0,1,2,45,4,3.367770676,0.841942669
19,0,1,0,1,4,3.374615831,0.843653958
19,0,1,0,2,2,1.376000482,0.688000241
19,0,1,0,3,3,2.427666996,0.809222332
19,0,1,0,4,2,1.495665577,0.747832789
19,0,1,0,5,2,1.493782223,0.746891112
19,0,1,0,6,2,1.505013859,0.75250693
19,0,1,0,7,4,3.518073214,0.879518304
19,0,1,0,8,4,3.708687375,0.927171844
19,0,1,0,9,3,2.213231247,0.737743749
19,0,1,0,10,3,2.398135495,0.799378498
19,0,1,0,11,4,3.587177249,0.896794312
19,0,1,0,12,2,1.428618052,0.714309026
19,0,1,0,13,4,3.419301641,0.85482541
19,0,1,0,14,3,2.257825364,0.752608455
19,0,1,0,15,3,2.464589391,0.821529797
19,0,1,2,31,3,2.967586669,0.989195556
19,0,1,2,32,2,1.785292905,0.892646453
19,0,1,2,33,2,1.848852955,0.924426478
19,0,1,2,34,2,1.581116526,0.790558263
19,0,1,2,35,2,1.64548551,0.822742755
19,0,1,2,36,3,2.759882284,0.919960761
19,0,1,2,37,4,3.883969388,0.970992347
19,0,1,2,38,4,3.562703735,0.890675934
19,0,1,2,39,3,2.285621443,0.761873814
19,0,1,2,40,3,2.476049186,0.825349729
19,0,1,2,41,3,2.689373168,0.896457723
19,0,1,2,42,2,1.573580831,0.786790416
19,0,1,2,43,4,3.86194385,0.965485963
19,0,1,2,44,4,4.085977981,1.021494495
19,0,1,2,45,4,3.833526698,0.958381675
20,0,2,0,1,4,2.950626017,0.737656504
20,0,2,0,2,4,3.544998329,0.886249582
20,0,2,0,3,2,1.515981738,0.757990869
20,0,2,0,4,2,1.483807777,0.741903889
20,0,2,0,5,4,3.41027321,0.852568303
20,0,2,0,6,4,3.958196515,0.989549129
20,0,2,0,7,4,4.058923545,1.014730886
20,0,2,0,8,2,2.005501296,1.002750648
20,0,2,0,9,2,1.835442613,0.917721307
20,0,2,0,10,3,2.783445873,0.927815291
20,0,2,0,11,2,1.782756343,0.891378172
20,0,2,0,12,3,2.800957443,0.933652481
20,0,2,0,13,3,3.058675694,1.019558565
20,0,2,0,14,3,2.787749484,0.929249828
20,0,2,0,15,3,3.213456661,1.07115222
20,0,2,2,31,4,2.995713547,0.748928387
20,0,2,2,32,4,3.352556017,0.838139004
20,0,2,2,33,3,2.226646928,0.742215643
20,0,2,2,34,2,1.460110074,0.730055037
20,0,2,2,35,4,3.396372021,0.849093005
20,0,2,2,36,3,2.439889432,0.813296477
20,0,2,2,37,3,2.584428243,0.861476081
20,0,2,2,38,2,1.632246671,0.816123336
20,0,2,2,39,2,1.687997304,0.843998652
20,0,2,2,40,3,2.604574272,0.868191424
20,0,2,2,41,4,3.416484842,0.854121211
20,0,2,2,42,2,1.590855475,0.795427738
20,0,2,2,43,4,3.688417488,0.922104372
20,0,2,2,44,2,1.700688286,0.850344143
20,0,2,2,45,3,2.445077073,0.815025691
21,1,1,0,1,4,3.621302777,0.905325694
21,1,1,0,2,3,2.392769682,0.797589894
21,1,1,0,3,3,2.632205606,0.877401869
21,1,1,0,4,3,2.96743587,0.98914529
21,1,1,0,5,3,2.991583195,0.997194398
21,1,1,0,6,4,4.675959597,1.168989899
21,1,1,0,7,4,4.517354005,1.129338501
21,1,1,0,8,4,4.387555609,1.096888902
21,1,1,0,9,4,4.016422204,1.004105551
21,1,1,0,10,3,2.811194208,0.937064736
21,1,1,0,11,2,2.100899518,1.050449759
21,1,1,0,12,2,2.032710251,1.016355126
21,1,1,0,13,2,2.338498222,1.169249111
21,1,1,0,14,2,2.407159563,1.203579782
21,1,1,0,15,2,2.385176785,1.192588393
21,1,1,2,31,3,4.02754941,1.34251647
21,1,1,2,32,2,2.84161642,1.42080821
21,1,1,2,33,2,3.319359232,1.659679616
21,1,1,2,34,4,6.303329075,1.575832269
21,1,1,2,35,2,2.532374177,1.266187089
21,1,1,2,36,2,2.838849942,1.419424971
21,1,1,2,37,4,5.561252685,1.390313171
