PID,Environment,Condition,Phase,Trial,Target.Distance,Distance.Travelled,prop
20,VR,2,0,7,2,2.020628881,1.01031444
20,VR,2,0,8,3,3.15063465,1.05021155
20,VR,2,0,9,4,4.178751166,1.044687792
20,VR,2,0,10,3,3.051610941,1.017203647
20,VR,2,0,11,4,4.335725688,1.083931422
20,VR,2,0,12,3,2.986873508,0.995624503
20,VR,2,0,13,3,2.827006103,0.942335368
20,VR,2,0,14,4,3.775480777,0.943870194
20,VR,2,0,15,3,3.021249758,1.007083253
20,VR,2,2,17,2,1.528329046,0.764164523
20,VR,2,2,19,4,2.968431985,0.742107996
20,VR,2,2,21,2,1.488187103,0.744093552
20,VR,2,2,23,3,2.144134289,0.71471143
20,VR,2,2,25,3,1.952234365,0.650744788
20,VR,2,2,27,2,1.23909926,0.61954963
20,VR,2,2,29,2,1.200205021,0.60010251
20,VR,2,2,31,3,2.052377601,0.684125867
20,VR,2,2,33,3,2.033451179,0.67781706
20,VR,2,2,35,3,2.121757907,0.707252636
20,VR,2,2,37,3,1.953665259,0.651221753
20,VR,2,2,39,2,1.357034462,0.678517231
20,VR,2,2,41,4,2.508523404,0.627130851
20,VR,2,2,43,4,2.624390664,0.656097666
20,VR,2,2,45,4,2.668913121,0.66722828
